ggs_graphics_scale_fullscale,Full scale,Vollskaliert,,Game Settings Graphics Scale - Full scale option
ggs_version,Version,Version,,Game Settings Version title
ImagePath_ImageError,Error Selecting Image,Fehler bei Bildauswahl,,Error when using image_path gadget to select an image
ImagePath_NotExpectedDimensions,The image is expected to be of {0}x{1} but received {2}x{3},"Es wird eine Bildgröße von {0}x{1} erwartet, es wurden jedoch {2}x{3} empfangen",,Image wrong size with 0x1 being expected size and 2x3 being the image size
ImagePath_NotExpectedAlpha,The image is expected to have an alpha channel (i.e. be 32-bit),Für das Bild wird ein Alphakanel erwartet (d. h. 32 Bit),,The image needs to have an alpha channel but the selected one does not
ImagePath_FileError,Cannot access file: {0},Dateizugriff nicht möglich: {0},,Error when trying to access file where 0 is the filename
ggs_windows_save_localappdata,%localappdata%\<Game Name>,%localappdata%\<Spielname>,,Save Path to Local App Data
ggs_windows_save_appdata,%appdata%\<Game Name>,%appdata%\<Spielname>,,Save Path to Local App Data
ggs_vertex_buffer_method,Vertex Buffer Method,Vertex-Puffer-Methode,,Vertex Buffer Method
ggs_graphics_vbuffer_fast,Fast,Schnell,,Fast vertex buffer method
ggs_graphics_vbuffer_compatible,Compatible,Kompatibel,,Compatible vertex buffer method
ggs_graphics_vbuffer_most_compatible,Most Compatible,Am kompatibelsten,,Most Compatible vertex buffer method
ggs_texturepage_256,256x256,256x256,,256x256 Texture Page Size
ggs_texturepage_512,512x512,512x512,,512x512 Texture Page Size
ggs_texturepage_1024,1024x1024,1024x1024,,1024x1024 Texture Page Size
ggs_texturepage_2048,2048x2048,2048x2048,,2048x2048 Texture Page Size
ggs_texturepage_4096,4096x4096,4096x4096,,4096x4096 Texture Page Size
ggs_texturepage_8192,8192x8192,8192x8192,,8192x8192 Texture Page Size
ggs_certificate_install,Install,Installieren,,Install Certificate
ggs_win8_logo_foreground_light,Light,Hell,,Light foreground text on Windows 8 logo
ggs_win8_logo_foreground_dark,Dark,Dunkel,,Dark foreground text on Windows 8 logo
Edit,Edit,Bearbeiten,,Edit label
ggs_ps_package_id,Package Content ID,Paket-Inhalts-ID,,Package Content Id
ggs_ps_passcode,Package Passcode,Paket-Passcode,,Package Passcode
ggs_mac_provision_refresh,Refresh from Mac,Von Mac aktualisieren,,Refresh provisioning list from Mac
ggs_ps4_param_sfo,PARAM.SFO,PARAM.SFO,,Run Sony PARAM.SFO Editor
ggs_ps4_np_title_dat,NPTITLE.DAT,NPTITLE.DAT,,Import nptitle.dat
ggs_ps4_trophy_edit,Trophy Editor,Trophäeneditor,,Run Sony Trophy Editor
ggs_ps4_share_param,Share Editor,Freigabeeditor,,Run Sony Share File Editor
ggs_ps4_voice_recognition,Voice Recognition,Spracherkennung,,import pronunciation
ggs_build_tools,Build Tools,Build-Tools,,Build Tools
ggs_package_name,Package Name,Paketname,,Package Name
ggs_target_sdk,Target SDK,Ziel-SDK,,Target SDK
ggs_minimum_sdk,Minimum SDK,Mindest-SDK,,Minimum SDK
ggs_compile_sdk,Compile SDK,SDK kompilieren,,Compile SDK
ggs_0_seconds,0 seconds,0 Sekunden,,0 seconds
ggs_1_seconds,1 second,1 Sekunde,,1 second
ggs_2_seconds,2 seconds,2 Sekunden,,2 seconds
ggs_3_seconds,3 seconds,3 Sekunden,,3 seconds
ggs_4_seconds,4 seconds,4 Sekunden,,4 seconds
ggs_5_seconds,5 seconds,5 Sekunden,,5 seconds
ggs_6_seconds,6 seconds,6 Sekunden,,6 seconds
ggs_7_seconds,7 seconds,7 Sekunden,,7 seconds
ggs_8_seconds,8 seconds,8 Sekunden,,8 seconds
ggs_9_seconds,9 seconds,9 Sekunden,,9 seconds
ggs_10_seconds,10 seconds,10 Sekunden,,10 seconds
ggs_android_install_auto,Automatic,Automatisch,,Automatic install location
ggs_android_install_prefer_external,Prefer External,Extern vorziehen,,Prefer External install location
ggs_16bit,16bit,16bit,,16 bit depth
ggs_24bit,24bit,24bit,,24 bit depth
ggs_android_device_gpu,Only support Android devices with a GPU,Nur Android-Geräte mit GPU unterstützen,,Only install on Android devices with a GPU
ggs_android_device_any,Install on any supported Android device,Auf jedem unterstützten Android-Gerät installieren,,Install on any Android Device
ggs_webgl,WebGL,WebGL,,WebGL
ggs_webgl_disabled,Disabled,Deaktiviert,,WebGL Disabled
ggs_webgl_required,Required,Erforderlich,,WebGL Required
ggs_webgl_autodetect,Auto Detect,Autom. Erkennung,,Auto Detect WebGL
ggs_ios_devices_iphone_and_touch,iPhone or iPod Touch,iPhone oder iPod Touch,,iPhone or iPod Touch device selection
ggs_ios_devices_ipad,iPad,iPad,,iPad device selection
ggs_both,Both,Beides,,Both selections
ggs_orientation,Orientation,Ausrichtung,,Orientation
ggs_portrait,Portrait,Hochformat,,Portrait Orientation
ggs_landscape,Landscape,Querformat,,Landscape Orientation
ggs_application,Application,Anwendung,,Application setting
ggs_game,Game,Spiel,,Game setting
ggs_light,Light,Hell,,Light setting
ggs_dark,Dark,Dunkel,,Dark setting
ggs_x86,x86,x86,,x86 setting
ggs_x64,x64,x64,,x64 setting
ggs_arm,ARM,ARM,,ARM setting
ggs_displayname,Display Name,Anzeigename,,Display Name
ggs_exename,Executable Name,Name der ausführbaren Datei,,Executable Name
ggs_display_cursor,Display cursor,Cursor anzeigen,,Display Cursor
ggs_package_domain,Package Domain,Domänen-Paket,,Package Domain (.com)
ggs_package_company,Package Company,Unternehmens-Paket,,Package Company
ggs_package_product,Package Product,Produkt-Paket,,Package Product
ggs_build_armv5,Build for Armv5,Für Armv5 kompilieren,,Build for Armv5
ggs_build_armv7,Build for Armv7,Für Armv7 kompilieren,,Build for Armv7
ggs_build_x86,Build for x86,Für x86 kompilieren,,Build for x86
ggs_build_mips,Build for Mips,Für Mips kompilieren,,Build for Mips
ggs_landscape_orientation,Allow landscape orientation,Querformatausrichtung erlauben,,Allow Landscape Orientation
ggs_portrait_orientation,Allow portrait orientation,Hochformatausrichtung erlauben,,Allow Portrait Orientation
ggs_flipped_landscape_orientation,Allow flipped landscape orientation,Gespiegelte Querformatausrichtung erlauben,,Allow Flipped Landscape Orientation
ggs_flipped_portrait_orientation,Allow flipped portrait orientation,Gespiegelte Hochformatausrichtung erlauben,,Allow Flipped Portrait Orientation
ggs_team_identifier,Team Identifier,Team-Identifikator,,Team Identifier
ggs_install_location,Install location,Installationsort,,Install Location
ggs_moga_gamepad_support,Enable MOGA gamepad support,MOGA-Gamepad-Support aktivieren,,Enable MOGA Gamepad Support
ggs_android_lint,Run Lint code analysis,Lint-Code-Analyse ausführen,,Run Lint Code Analysis
ggs_landscape_splash_screen,Landscape Splash Screen,Querformat-Splashscreen,,Landscape Splash Screen
ggs_portrait_splash_screen,Portrait Splash Screen,Hochformat-Splashscreen,,Portrait Splash Screen
ggs_splash_screen,Splash Screen Image,Splashscreen-Bild,,Splash Screen Image
LicenceExcluded_ggs_splash_screen,Splash screen image cannot be changed on 'Creator' platforms,Splashscreen-Bild kann auf der ‚Creator‘-Plattform nicht geändert werden,Do not localise 'Creator' it's a product name,forced splash screen image tooltip
ggs_use_splash_screen,Use splash screen,Splashscreen verwenden,,Use Splash Screen
LicenceExcluded_ggs_use_splash_screen,Splash screen cannot be disabled on 'Creator' platforms,Splashscreen kann auf der ‚Creator‘-Plattform nicht deaktiviert werden,Do not localise 'Creator' it's a product name,use splash force enabled tooltip
ggs_minimum_display_time,Minimum time to display,Mindestanzeigezeit,,Minimum time to display
ggs_interpolate_pixels,Interpolate colours between pixels,Farben zwischen Pixeln interpolieren,,Interpolate colours between pixels
ggs_screen_colour_depth,Screen Colour Depth,Bildschirm-Farbtiefe,,Screen Colour Depth
ggs_device_support,Device Support,Geräteunterstützung,,Device Support
ggs_scaling,Scaling,Skalierung,,Scaling
ggs_texturepage_size,Texture Page Size,Texturseitengröße,,Texture Page Size
ggs_ldpi_icon,Icon for ldpi,Symbol für ldpi,,Icon for ldpi
ggs_mdpi_icon,Icon for mdpi,Symbol für mdpi,,Icon for mdpi
ggs_hdpi_icon,Icon for hdpi,Symbol für hdpi,,Icon for hdpi
ggs_xhdpi_icon,Icon for xhdpi,Symbol für xhdpi,,Icon for xhdpi
ggs_xxhdpi_icon,Icon for xxhdpi,Symbol für xxhdpi,,Icon for xxhdpi
ggs_xxxhdpi_icon,Icon for xxxhdpi,Symbol für xxxhdpi,,Icon for xxxhdpi
ggs_use_facebook,Use Facebook,Facebook verwenden,,Use Facebook
ggs_facebook_id,Facebook App ID,Facebook-App-ID,,Facebook App Id
ggs_facebook_app_name,Facebook App Name,Facebook-App-Name,,Facebook App Name
ggs_enable_push_notifications,Enable push notifications,Push-Benachrichtigungen aktivieren,,Enable Push Notifications
ggs_gcm_sender_id,GCM Sender ID,GCM-Sender-ID,,GCM Sender Id
ggs_enable_google_services,Enable Google Services,Google-Dienste aktivieren,,Enable Google Services
ggs_enable_google_cloud_saving,Enable Google Cloud saving,Google-Cloud-Speicherung aktivieren,,Enable Google Cloud Saving
ggs_google_services_id,Google Services ID,Google-Dienst-ID,,Google Services Id
ggs_enable_amazon_apis,Enable Amazon APIs,Amazon-APIs aktivieren,,Enable Amazon APIs
ggs_enable_WRITE_EXTERNAL_STORAGE_permission,Enable WRITE_EXTERNAL_STORAGE permission,Berechtigung WRITE_EXTERNAL_STORAGE aktivieren,,Enable WRITE_EXTERNAL_STORAGE permission
ggs_enable_READ_PHONE_STATE_permission,Enable READ_PHONE_STATE permission,Berechtigung READ_PHONE_STATE aktivieren,,Enable READ_PHONE_STATE permission
ggs_enable_ACCESS_NETWORK_STATE_permission,Enable ACCESS_NETWORK_STATE permission,Berechtigung ACCESS_NETWORK_STATE aktivieren,,Enable ACCESS_NETWORK_STATE permission
ggs_enable_INTERNET_permission,Enable INTERNET permission,Berechtigung INTERNET aktivieren,,Enable INTERNET permission
ggs_enable_BLUETOOTH_permission,Enable BLUETOOTH permission,Berechtigung BLUETOOTH aktivieren,,Enable BLUETOOTH permission
ggs_enable_RECORD_AUDIO_permission,Enable RECORD_AUDIO permission,Berechtigung RECORD_AUDIO aktivieren,,Enable RECORD_AUDIO permission
ggs_enable_MICROPHONE_permission,Enable MICROPHONE permission,Berechtigung MICROPHONE aktivieren,,Enable MICROPHONE permission
ggs_enable_ID_CAP_MICROPHONE_permission,Enable ID_CAP_MICROPHONE permission,Berechtigung ID_CAP_MICROPHONE aktivieren?,,Enable ID_CAP_MICROPHONE permission
ggs_enable_SEARCH_permission,Enable SEARCH permission,Berechtigung SEARCH aktivieren,,Enable SEARCH permission
ggs_bluetooth_icade_support,Enable Bluetooth/iCade support,Bluetooth/iCade-Unterstützung aktivieren,,Enable Bluetooth/iCade Support
ggs_haptic_effects,Enable Haptic Effects,Haptikeffekte aktivieren,,Enable Haptic Effects
ggs_enable_google_licensing,Enable Google licensing,Google-Lizenzierung aktivieren,,Enable Google Licensing
ggs_google_licensing_public_key,Google Licensing Public Key,Öffentlicher Schlüssel\nfür Google-Lizenzierung,,Google Licensing Public Key
ggs_use_google_apk_expansion,Use Google APK expansion,Google-APK-Erweiterung verwenden,,Use Google APK Expansion
ggs_banner,Banner Image,Bannerbild,,Banner Image
ggs_isgame,Is game,Ist Spiel,,Is Game
ggs_included_file_as_index.html,Included file as index.html,Enthaltene Datei als index.html,,Included file as index.html
ggs_loading_bar_extension,Loading bar extension,Ladebalken-Erweiterung,,Loading Bar Extension
ggs_html5_browser_title,Browser Title,Browser-Titel,,Title for Browser
ggs_foldername,Folder Name,Ordnername,,Name of Folder
ggs_outputname,Output Name,Ausgabename,,Output Name
ggs_output_debug_to_console,Output debug to console,Debug an Konsole ausgeben,,Output Debug to Console
ggs_generate_spotify_app,Generate Spotify App,Spotify-App generieren,,Generate Spotify App
ggs_display_outside_server_alert,"Display ""Running outside server"" alert","""Läuft außerhalb des Servers“-Alarm anzeigen",,Display the running outside of server alert
ggs_prepend_js,Prepend output .js with,.js-Ausgabedatei-Präfix:,,Prepend output .js with
ggs_icon,Icon,Symbol,,Icon
ggs_icon_57,57x57 Icon,Symbol 57x57,,57x57 Icon
ggs_icon_72,72x72 Icon,Symbol 72x72,,72x72 Icon
ggs_icon_76,76x76 Icon,Symbol 76x76,,76x76 Icon
ggs_icon_114,114x114 Icon,Symbol 114x114,,114x114 Icon
ggs_icon_120,120x120 Icon,Symbol 120x120,,120x120 Icon
ggs_icon_144,144x144 Icon,Symbol 144x144,,144x144 Icon
ggs_icon_152,152x152 Icon,Symbol 152x152,,152x152 Icon
ggs_icon_167,167x167 Icon,Symbol 167x167,,167x167 Icon
ggs_icon_400,400x240 Icon,Symbol 400x240,,400x240 Icon
ggs_icon_1280,1280x768 Icon,Symbol 1280x768,,1280x768 Icon
ggs_iphone_landscape,iPhone Landscape,iPhone Querformat,,iPhone Landscape
ggs_iphone_portrait,iPhone Portrait,iPhone Hochformat,,iPhone Portrait
ggs_iphone_retina_landscape,iPhone Retina Landscape,iPhone Retina Querformat,,iPhone Retina Landscape
ggs_iphone_retina_portrait,iPhone Retina Portrait,iPhone Retina Hochformat,,iPhone Retina Portrait
ggs_iphone_5_landscape,iPhone 5 Landscape,iPhone 5 Querformat,,iPhone 5 Landscape
ggs_iphone_5_portrait,iPhone 5 Portrait,iPhone 5 Hochformat,,iPhone 5 Portrait
ggs_iphone_6_landscape,iPhone 6 Landscape,iPhone 6 Querformat,,iPhone 6 Landscape
ggs_iphone_6_portrait,iPhone 6 Portrait,iPhone 6 Hochformat,,iPhone 6 Portrait
ggs_iphone_6_plus_landscape,iPhone 6+ Landscape,iPhone 6+ Querformat,,iPhone 6+ Landscape
ggs_iphone_6_plus_portrait,iPhone 6+ Portrait,iPhone 6+ Hochformat,,iPhone 6+ Portrait
ggs_ipad_landscape,iPad Landscape,iPad Querformat,,iPad Landscape
ggs_ipad_portrait,iPad Portrait,iPad Hochformat,,iPad Portrait
ggs_ipad_retina_landscape,iPad Retina Landscape,iPad Retina Querformat,,iPad Retina Landscape
ggs_ipad_retina_portrait,iPad Retina Portrait,iPad Retina Hochformat,,iPad Retina Portrait
ggs_allow_fullscreen,Allow fullscreen switching,Vollbildwechsel gestatten,,Allow Fullscreen Switching
ggs_centre_game_in_browser,Centre game in browser window,Spiel in Browserfenster zentrieren,,Centre game in Browser window
ggs_use_builtin_particles,Use built-in particles,Integrierte Partikel nutzen,,Use Built-in Particles
ggs_bundlename,Bundle Name,Bundle-Name,,Bundle Name
ggs_bundle_id,Bundle ID,Bundle-ID,,Bundle Id
ggs_provisioning_certificate,Provisioning Certificate,Bereitstellungszertifikat,,Provisioning Certificate
ggs_maintainer_email,Maintainer Email,Maintainer-E-Mail,,Maintainer Email
ggs_half_ipad1_textures,Halve iPad 1 texture sizes,Texturgrößen für iPad 1 halbieren,,Half iPad 1 Texture Sizes
ggs_homepage,Homepage,Startseite,,Homepage
ggs_short_description,Short Description,Kurzbeschreibung,,Short Description
ggs_long_description,Long Description,Lange Beschreibung,,Long Description
ggs_start_fullscreen,Start fullscreen,Im Vollbildmodus starten,,Start Fullscreen
ggs_vsync,Use synchronization to avoid tearing,"Synchronisierung nutzen, um Tearing zu vermeiden",,Use synchronization to avoid tearing
ggs_vsync_winuwp_tooltip,synchronization must be enabled for this platform,Synchronisierung muss für diese Plattform aktiviert werden,,vsync tooltip in win uwp options
